git_commit,package,language,type,n_translated,n_untranslated
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,ja,R,4,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,ko,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,ko,R,4,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,lt,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,lt,R,9,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,nn,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,nn,R,0,9
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,pl,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,pl,R,4,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,pt_BR,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,pt_BR,R,4,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,ru,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,ru,R,9,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,tr,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,tr,R,4,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,zh_CN,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,zh_CN,R,4,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,zh_TW,C,0,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,stats4,zh_TW,R,4,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,da,C,10,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,da,R,29,2
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,de,C,10,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,de,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,en,C,0,11
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,en,R,0,31
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,en_GB,C,0,11
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,en_GB,R,0,31
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,es,C,0,11
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,es,R,0,31
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,fa,C,0,11
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,fa,R,0,31
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,fr,C,11,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,fr,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,it,C,11,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,it,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,ja,C,10,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,ja,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,ko,C,10,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,ko,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,lt,C,11,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,lt,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,nn,C,0,11
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,nn,R,0,31
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,pl,C,10,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,pl,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,pt_BR,C,10,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,pt_BR,R,29,2
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,ru,C,11,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,ru,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,tr,C,0,11
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,tr,R,0,31
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,zh_CN,C,10,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,zh_CN,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,zh_TW,C,10,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tcltk,zh_TW,R,30,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,da,C,7,31
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,da,R,56,368
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,de,C,33,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,de,R,367,57
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,en,C,0,38
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,en,R,0,424
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,en_GB,C,0,38
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,en_GB,R,0,424
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,es,C,0,38
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,es,R,0,424
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,fa,C,0,38
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,fa,R,0,424
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,fr,C,37,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,fr,R,424,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,it,C,37,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,it,R,424,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,ja,C,33,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,ja,R,342,82
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,ko,C,31,7
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,ko,R,306,118
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,lt,C,37,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,lt,R,422,2
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,nn,C,0,38
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,nn,R,0,424
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,pl,C,33,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,pl,R,366,58
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,pt_BR,C,5,33
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,pt_BR,R,18,406
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,ru,C,37,1
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,ru,R,422,2
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,tr,C,0,38
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,tr,R,3,421
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,zh_CN,C,33,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,zh_CN,R,270,154
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,zh_TW,C,33,5
4168b6fff27eafad68a4b134dba5c7d09e090fcb,tools,zh_TW,R,366,58
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,da,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,da,R,42,372
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,de,C,54,6
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,de,R,371,43
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,en,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,en,R,0,414
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,en_GB,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,en_GB,R,0,414
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,es,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,es,R,0,414
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,fa,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,fa,R,7,407
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,fr,C,57,3
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,fr,R,411,3
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,it,C,60,0
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,it,R,411,3
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,ja,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,ja,R,342,72
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,ko,C,49,11
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,ko,R,319,95
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,lt,C,57,3
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,lt,R,407,7
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,nn,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,nn,R,0,414
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,pl,C,54,6
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,pl,R,371,43
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,pt_BR,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,pt_BR,R,6,408
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,ru,C,57,3
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,ru,R,407,7
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,tr,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,tr,R,8,406
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,zh_CN,C,0,60
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,zh_CN,R,320,94
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,zh_TW,C,54,6
4168b6fff27eafad68a4b134dba5c7d09e090fcb,utils,zh_TW,R,371,43
